Rating,Review,Name
1.0,"The worst service, the worst customer service, spoiled food .... Do not recommend visiting either for delivery ....",
2.0,No value for the money these days. Kanha has dropped his ethics to zero. Order this plate of sabudana for 120 that does not even worth 60. There are other better places that serve the same quantity with the quality in 50-50 RS,
3.0,"It was my first experience in Kanha for food in addition to its sweets and fast food, the food does not have much depth of flavors that it was just Okish. On the other hand the masala and mysore dosa was good, perfect spicy, crispy with tanned Kanha sambar need to mount the game for its food.",
4.0,At nominal rates candies and all Indian dishes northeast southwest wiilable from 8 AM. Self service dinner n take away. Good place for hangover.,
3.0,"The food in Kanhas is exceptional, I think the reason why it is so packed and crowded!! The menu is limited but the service is fast, the food is delicious and fresh. The crowd makes it difficult to enjoy your meal.",
1.0,I recently passed and ordered by Zomato and surprisingly the complete order was not delivered by the kanha Vaishali Nagar Jaipur because they charged for 3 items (2 pieces each) where they delivered only 2 items (4 pics only).,
4.0,"Kanha one of the most beautiful restaurant chains in Jaipur, You may have, Thali special North Indian, South Indian, Continental and Chinese all under the roof. It has its unique recipes. But I found some of the staff members without masks and food security gloves serving food. other wise the overall experience was good",
1.0,I had picked up the milk rasgulla day for rakhi from the branch of vathali 1 n half kg... Everything was spoiled ... it was sour ... I stay in jagatpura n learned to know only after I came back ... could not return all the way to vathali n ramnagaria for whom I had chosen things to exchange it ... Maybe something ... be made about it ... I always take candy from there every rachi.. It's such an embarrassment for me when I call from my brother n sister instead of laws that the candy are all spoiled have...,
3.0,A nice short of food with a variety of options to choose from. The salad one go is very good here. Also choley bhature is a must try. The place is overcrowded at the weekend. Food is hygienic. There is a semi-open kitchen. Avoid the weekend. They also have a gourmet restaurant called tan sukh.,
1.0,The non-professional staff refused to serve us Mr. Bharat refused to treat us and was arrogant hope that it is a message for the owner to keep the non-professional staff does not make sense to them to keep several branches,
1.0,"The restaurant is very noisy, the counterboy calls series not in full voice, which makes it like a street chowpatie... You will not find such a noise even on the Indian railway platform.",
4.0,"I had lunch, delicious and tasty, I loved the chole bhature,",
1.0,"Overestimated restaurant in Jaipur, the food is pathetic and the same atmosphere is pathetic. Garlic noodles smelled as if 2 days older",
4.0,"One of the best places to eat in jaipur, so many kitchens available in a place... loved the taste of food there",
1.0,I ordered chole bhature fot takeaway.. The way they packed bhature are terrible.. It gt hard... No correct packing sheet.. Bag Jsst m daala nd dedo.. Do this hygiene they follow while on go corona .. I have pictures too.. Please be good and hygienic during packing..,
4.0,The Kanha restaurant is a good family restaurant. This is easy to find because it is on the queens' main road. And quite ac and also the reasonable price of each item.,
3.0,Not until the brand specifically Laddos nd namkeen for bhaji boxes compared to the NCR,
4.0,Nice place. Good meal at the fine dining section on the first floor. Elevator also available for those who need it. December 2024. Had food on the ground floor in Kanha. Too much parking woes. Too much waiting to get a clean table. Food is tasty however.,
4.0,This is a full bucket restaurant... Lots of food and sweets..... This place is good at all times food... Occasional dinner and good dinner in tansukh...... With decent staff inside and friendly with quick service. They provide a self-service facility that is very pleasant for everyone.. ...,
3.0,"The place is good for a quick bite, but it is always more crowded than the staff can handle. That's why the tables n glasses are always dirty.",
4.0,"It's an incredible outing, we had pav bhaji masala dosa and Manchurian rice. The food was good. Service could have been better in communication",
4.0,"Good vegetarian food and sweets. Adorated there Chinese food also .....it has a good atmosphere, well-behaved staff etc...",
3.0,"It's okay, we ordered chole noodles bhature, dosa, hakka. Among which everything just tasted okay... but paw bhaji was rotten... it was such a bad tasting...",
4.0,A nice place for weekend dinner or a little fast food. Kanha fast food is a take away service. Preparation and staff is good. It has 3 sections. Bakery and candy are great. Now separate billing meters for fast food and bakery items.,
4.0,Very crowded... reasonable price... good menu... poor management of veh parking,
1.0,Veg restaurant serving insect in food. Morning also breakfast hair was there. Now dinner also breader sabji with insect please check and eat,
4.0,"Self-service restaurants with bakery products, sweets, are available Has South Indian, North Indian and Continental all options are available with juices, pastry etc. are available Family can spend good time with options to have food of all choice",
1.0,"My recent visit to the Kanha Restaurant left me very dissatisfied, especially when he came to the candy. The elimination of the skillfully designed traditional options was a notable disappointment, and what remained to justify the too expensive menu. The candy lacked the wealth that I had come to associate at this place, with minimal trimmings and an excess of unhealthy sugar. It is discouraging to see a once reliable place for quality candy compromised on taste and value. The uneven price increase only added to the overall disappointment. For those looking for better value and quality, I strongly recommend exploring other local options. There is a nearby sugar shop that not only offers superior quality, but also at a more reasonable rate. Kanha Restaurant seems to have lost its way of providing delicious traditional candy, and I hope they reconsider their pricing strategy to provide a more satisfying experience to their customers.",
1.0,"I contracted food poisoning yesterday after having had a raj kachori (which I thought was a healthy option). Suffering from severe diarrhea and vomiting for the last 12 hours. While also having it, I felt something was off. Probably the curd went wrong.",
4.0,Very popular now one day. It's really hard to get the parking slot here. The food is tasty but the waiting time is especially high on weekends.,
2.0,"Overvalued and overvalued. They served pottoes stubbornly with chole bhatura, then argued and defended their act by complaining.",
4.0,"Ground floor Fast food and restaurant on the first floor.. sufficient parking and seating capacity.. food chain, variety, cost au pair with the types Haldiram or Bikaner wala..",
